Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NECTIN1,Nectin-1,48252,-0.00113316265449461,0.0027203623282941,-0.00646507281795105,0.00419874750896183,0.677013286515331
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SLURP1,Secreted Ly-6/uPAR-related protein 1,48715,-0.00122086648935371,0.00294441058733569,-0.00699191124053166,0.00455017826182425,0.678410857138521
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PON1,Serum paraoxonase/arylesterase 1,48865,0.000900780960542449,0.00217274751269459,-0.00335780416433896,0.00515936608542385,0.678452669107181
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CNTN2,Contactin-2,52163,-0.00148826614890912,0.00359239057837364,-0.00852935168252145,0.0055528193847032,0.678670673644408
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,HSP90B1,Endoplasmin,51337,-0.00216932369226785,0.00526002955442197,-0.0124789816189349,0.00814033423439922,0.680037960279483
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CD82,CD82 antigen,48486,0.00136394282231028,0.00331189642533114,-0.00512737417133875,0.0078552598159593,0.680467469787134
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MORF4L1,Mortality factor 4-like protein 1,48486,0.00132509016227516,0.00321806891338462,-0.0049823249079587,0.00763250523250902,0.680515655989724
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PRAME,Melanoma antigen preferentially expressed in tumors,48131,0.000852230398310849,0.00206986247526116,-0.00320470005320102,0.00490916084982272,0.680539754738606
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CPB1,Carboxypeptidase B,52250,0.00206697205530896,0.00502685590384412,-0.00778566551622552,0.0119196096268434,0.680939983362969
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,COCH,Cochlin,48840,0.00152547166782969,0.00372105990913681,-0.00576780575407845,0.00881874908973783,0.681842399518849
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MAP2,Microtubule-associated protein 2,48794,0.00155307365358291,0.00379078738014572,-0.00587686961150271,0.00898301691866853,0.682032685798478
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,HSPB6,Heat shock protein beta-6,52163,0.00134204875787099,0.00327748679191687,-0.00508182535428608,0.00776592287002806,0.682194864540074
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PTPN6,Tyrosine-protein phosphatase non-receptor type 6,52010,0.00299054534388391,0.00730918419717455,-0.0113354556825782,0.017316546370346,0.682434067985268
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CD27,CD27 antigen,52020,0.00139392846882081,0.00341607289986835,-0.00530157441492115,0.00808943135256278,0.683240714071071
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MIA,Melanoma-derived growth regulatory protein,52020,0.00121658352354089,0.00298245857857479,-0.00462903529046569,0.00706220233754748,0.683341302350934
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CST3,Cystatin-C,52031,-0.000935880788026545,0.00229431558224214,-0.00543273932922115,0.00356097775316806,0.683341391841537
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LRFN2,Leucine-rich repeat and fibronectin type-III domain-containing protein 2,48300,0.00150015164581683,0.0036806951346103,-0.00571401081801935,0.00871431410965301,0.683591681169039
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,EHBP1,EH domain-binding protein 1,48840,0.00247660140020776,0.00607746983994337,-0.00943523948608124,0.0143884422864968,0.683641184358931
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CEACAM1,Carcinoembryonic antigen-related cell adhesion molecule 1,51984,-0.000769475830969198,0.00189179890439741,-0.00447740168358813,0.00293845002164973,0.684200528383366
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CTSS,Cathepsin S,46976,-0.000815909729490796,0.0020100843421783,-0.00475567504016027,0.00312385558117868,0.684814774484616
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MYBPC1,"Myosin-binding protein C, slow-type",48840,0.00252865662599303,0.00623348168626861,-0.00968896747909345,0.0147462807310795,0.684998794078063
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GFRAL,GDNF family receptor alpha-like,48213,0.00206293411312564,0.00509128900341733,-0.00791599233357233,0.0120418605598236,0.685343036356549
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,KIAA0319,Dyslexia-associated protein KIAA0319,48794,0.0010035181060537,0.00248351955551599,-0.00386418022275764,0.00587121643486503,0.686164825354011
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TIMD4,T-cell immunoglobulin and mucin domain-containing protein 4,52074,0.00139807918546796,0.00346632877039922,-0.00539592520451452,0.00819208357545044,0.686708129394751
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LEG1,Protein LEG1 homolog,47738,0.00230514734052026,0.00572643462154654,-0.00891866451771096,0.0135289591987515,0.687287510133548
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TIGIT,T-cell immunoreceptor with Ig and ITIM domains,48486,-0.00120775898504284,0.00300405364564023,-0.00709570413049768,0.00468018616041201,0.68765664153531
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CCL26,C-C motif chemokine 26,51933,-0.0029963236577663,0.00745762507995664,-0.0176132688144813,0.0116206214989487,0.687849715718943
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RAP1A,Ras-related protein Rap-1A,48252,0.0022297066466245,0.00555540693086459,-0.0086588909378701,0.0131183042311191,0.688160979830376
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CGREF1,Cell growth regulator with EF hand domain protein 1,51955,-0.00140046507506268,0.00349636149468816,-0.00825333360465148,0.00545240345452612,0.688755659135835
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CHMP6,Charged multivesicular body protein 6,48840,0.00185160513903879,0.00464784063039233,-0.00725816249653017,0.0109613727746078,0.690354555874475
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,INPP5J,"Phosphatidylinositol 4,5-bisphosphate 5-phosphatase A",48801,0.00130652823722153,0.00328438232590958,-0.00513086112156125,0.00774391759600431,0.690781607956744
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CEP290,Centrosomal protein of 290 kDa,48486,-0.00167625223463303,0.00422891565556403,-0.00996492691953853,0.00661242245027248,0.691829904771901
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,AKR1C4,Aldo-keto reductase family 1 member C4,51531,-0.00165019323661831,0.00416367344644976,-0.00981099319165983,0.00651060671842322,0.691864482160783
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MUC16,Mucin-16,51847,0.00609376187480636,0.0153904174489667,-0.0240714563251683,0.036258980074781,0.692149091013839
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,COL28A1,Collagen alpha-1(XXVIII) chain,48300,-0.00260613803452512,0.00659231502852334,-0.0155270754904309,0.0103147994213806,0.692603851372142
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ITPR1,"Inositol 1,4,5-trisphosphate receptor type 1",48283,0.00218234585883824,0.00554909888998486,-0.00869388796553209,0.0130585796832086,0.694117447214493
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SHH,Sonic hedgehog protein,48252,0.00137499147691051,0.00350014095175652,-0.00548528478853228,0.00823526774235329,0.694442741852593
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PLA2G4A,Cytosolic phospholipase A2,52044,0.00281535100924518,0.00718004404940981,-0.011257535327598,0.0168882373460884,0.694982156286341
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MEP1A,Meprin A subunit alpha,48778,-0.00237756073951786,0.00607077303959103,-0.0142762758971163,0.00952115441808057,0.695327976288656
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,DGKZ,Diacylglycerol kinase zeta,51550,-0.00115034818528085,0.00294424684828494,-0.00692107200791933,0.00462037563735762,0.69601485652839
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,USP8,Ubiquitin carboxyl-terminal hydrolase 8,51531,0.0030008806268862,0.00768825508325469,-0.012068099336293,0.0180698605900654,0.69630347473825
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ATF4,Cyclic AMP-dependent transcription factor ATF-4,48131,0.00105345590193588,0.00270201460428255,-0.00424249272245792,0.00634940452632967,0.696631054481754
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CHCHD6,MICOS complex subunit MIC25,48767,0.000894718051325114,0.00229905425630325,-0.00361142829102926,0.00540086439367949,0.697156077572153
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NOS1,"Nitric oxide synthase, brain",51447,0.00184959770199268,0.0047607352030507,-0.0074814432959867,0.0111806386999721,0.697641580939057
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TLR2,Toll-like receptor 2,48486,0.000727826814435716,0.00187747304792356,-0.00295202035949447,0.0044076739883659,0.698269597205908
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RGS10,Regulator of G-protein signaling 10,48801,0.00186035264147796,0.00481415749091947,-0.00757539604072421,0.0112961013236801,0.699179573528358
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RAD51,DNA repair protein RAD51 homolog 1,48486,0.00165670174300691,0.00428735159201031,-0.00674650737733331,0.0100599108633471,0.699192651949214
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FXYD5,FXYD domain-containing ion transport regulator 5,51550,0.00204153379761208,0.00529396884353985,-0.00833464513572602,0.0124177127309502,0.699771404881463
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CAPS,Calcyphosin,48794,-0.00292878566387694,0.00760246005562074,-0.0178296073728936,0.0119720360451397,0.700062308222443
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,IL12A_IL12B,Interleukin-12,51847,0.00239898073574306,0.00623194819790741,-0.00981563773215547,0.0146135992036416,0.700278900196794
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SPINK6,Serine protease inhibitor Kazal-type 6,52163,-0.00165906534061261,0.00431180210752823,-0.0101101974713679,0.00679206679014272,0.700409024477983
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RNF149,E3 ubiquitin-protein ligase RNF149,48283,0.000975141069633681,0.00253863098467399,-0.00400057566032734,0.00595085779959471,0.700893034482504
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SERPINA7,Thyroxine-binding globulin,48866,0.00057205804637428,0.0014906361778601,-0.00234958886223151,0.00349370495498007,0.701154641552559
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MAPT,Microtubule-associated protein tau,51447,-0.00161203789874573,0.00420917231489255,-0.00986201563593513,0.00663793983844367,0.701736555851735
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,HLA_A,,48801,0.0010187606965796,0.00266012193525201,-0.00419507829651434,0.00623259968967354,0.701742191326092
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MYOM3,Myomesin-3,48385,-0.00299758669428364,0.00783401230104466,-0.0183522508043312,0.0123570774157639,0.70199268957793
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MSLNL,Mesothelin-like protein,48300,-0.00113363816565417,0.00296663504299603,-0.00694824284992639,0.00468096651861804,0.702369583369724
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,EPHB4,Ephrin type-B receptor 4,52250,0.000777520534866047,0.00203931857851654,-0.00321954387902638,0.00477458494875847,0.703010142344815
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,AGXT,Serine--pyruvate aminotransferase,51955,-0.00235194497008282,0.00616881839795522,-0.014442829030075,0.00973893908990941,0.703011241712608
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SPARC,SPARC,52020,0.00219918434981809,0.00577484048503134,-0.00911950300084334,0.0135178717004795,0.703339038645696
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,AMDHD2,N-acetylglucosamine-6-phosphate deacetylase,48854,0.000805803959608171,0.00211753167472899,-0.00334455812286066,0.004956166042077,0.703549141957194
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ANKMY2,Ankyrin repeat and MYND domain-containing protein 2,48252,0.00248317979561448,0.0065276976181088,-0.0103111075358788,0.0152774671271077,0.703647666276351
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CCL27,C-C motif chemokine 27,51955,0.00193748021508812,0.00509519353589283,-0.00804909911526182,0.0119240595454381,0.703758516304474
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NTRK3,NT-3 growth factor receptor,52166,0.000656414246351387,0.00172929887730818,-0.00273301155317264,0.00404584004587542,0.704257633604574
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,IMPG1,Interphotoreceptor matrix proteoglycan 1,48195,0.000917568076307046,0.00241936853811236,-0.00382439425839317,0.00565953041100726,0.704499411602058
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,INPP1,Inositol polyphosphate 1-phosphatase,51847,0.0016437392951917,0.00435781953635495,-0.006897586996064,0.0101850655864474,0.70603357888946
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SH3GL3,Endophilin-A3,48367,-0.00258611617304383,0.00686752292827652,-0.0160464611124658,0.0108742287663781,0.70649581376536
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,AP3B1,AP-3 complex subunit beta-1,48778,0.00234218287474353,0.00622693906660953,-0.00986261769581115,0.0145469834452982,0.706818920119106
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CD59,CD59 glycoprotein,51140,-0.000698291444262305,0.00186159984796895,-0.00434702714628145,0.00295044425775684,0.707587492599646
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CACNB3,Voltage-dependent L-type calcium channel subunit beta-3,48801,0.00256132704512733,0.00684711947643573,-0.0108590271286867,0.0159816812189414,0.708353440529933
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NGRN,Neugrin,48794,0.000679410808884838,0.00182003816394795,-0.00288786399245314,0.00424668561022282,0.708932953736245
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GP1BB,Platelet glycoprotein Ib beta chain,48148,-0.00208571821696183,0.00559530002191048,-0.0130525062599064,0.00888106982598272,0.709329230982348
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,STC2,Stanniocalcin-2,51939,-0.000724588658549512,0.00194642462418107,-0.00453958092194441,0.00309040360484538,0.709697827354669
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,VCAN,Versican core protein,52166,0.000905715875855491,0.00243314206539205,-0.00386324257231294,0.00567467432402392,0.709716573606295
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NUBP1,Cytosolic Fe-S cluster assembly factor NUBP1,48767,0.00301521262862212,0.00810325776826683,-0.0128671725971809,0.0188975978544251,0.709823186888831
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LRRFIP1,Leucine-rich repeat flightless-interacting protein 1,48767,0.00147513632028868,0.00396565525464858,-0.00629754797882254,0.0092478206193999,0.709913173374768
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ENTPD6,Ectonucleoside triphosphate diphosphohydrolase 6,51531,-0.00083758485492246,0.00225319153836615,-0.0052538402701201,0.00357867056027518,0.710095349979833
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NME1,Nucleoside diphosphate kinase A,48252,0.000644451811870897,0.00173405920430349,-0.00275430422856395,0.00404320785230575,0.710162312223741
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,IL6R,Interleukin-6 receptor subunit alpha,51847,0.00103011494272998,0.00277624513781756,-0.00441132552739244,0.0064715554128524,0.710606573756867
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PECAM1,Platelet endothelial cell adhesion molecule,51969,0.000917723408958716,0.00247441620918776,-0.00393213236104929,0.00576757917896673,0.710726684258863
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PAFAH1B3,Platelet-activating factor acetylhydrolase IB subunit alpha1,48801,-0.00354686906227572,0.00956938275178821,-0.0223028592557806,0.0152091211312292,0.710903885705398
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CD79B,B-cell antigen receptor complex-associated protein beta chain,52231,0.00135868806505007,0.00366736874552042,-0.00582935467616995,0.00854673080627008,0.711027933873028
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CGB3_CGB5_CGB8,Choriogonadotropin subunit beta 3,48865,0.00109913563603777,0.00296941087007917,-0.00472090966931741,0.00691918094139296,0.711272539263571
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,UPK3A,Uroplakin-3a,48195,0.00145193174277107,0.0039305969206403,-0.0062520382216839,0.00915590170722605,0.711839421731298
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,HSPA2,Heat shock-related 70 kDa protein 2,48767,0.00105647766765091,0.00286513036206647,-0.00455917784199938,0.00667213317730119,0.712328133919635
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CORO6,Coronin-6,48195,0.00115246514700647,0.00312842243445808,-0.00497924282453137,0.00728417311854431,0.712589862547379
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ERVV_1,,48148,0.00128973856634678,0.0035082879712349,-0.00558650585727363,0.00816598298996719,0.713155958051401
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ADH1B,All-trans-retinol dehydrogenase,48385,0.00226062578019559,0.00615010863349875,-0.00979358714146196,0.0143148387018531,0.7131941391702
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,S100A13,Protein S100-A13,48252,0.00105091170593569,0.00286467293183784,-0.00456384724046648,0.00666567065233785,0.713733181774364
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ESAM,Endothelial cell-selective adhesion molecule,52250,0.000958164838751563,0.0026146770042298,-0.00416660208953884,0.00608293176704196,0.714027900013865
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,HDAC8,Histone deacetylase 8,48252,0.00181233598971157,0.00496984345136405,-0.00792855717496197,0.0115532291543851,0.715364205955996
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TDGF1,Teratocarcinoma-derived growth factor 1,51447,-0.00439126081328763,0.0120498293280916,-0.0280089262963472,0.0192264046697719,0.715543933390375
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,OMD,Osteomodulin,52044,-0.00121186569673526,0.00332921340565345,-0.00773712397181603,0.00531339257834551,0.715854110651555
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,OMP,Olfactory marker protein,48195,-0.00139391049482493,0.00383377321774522,-0.00890810600160557,0.0061202850119557,0.716170281911846
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CD226,CD226 antigen,48252,0.00124475722330776,0.00343246294580233,-0.0054828701504648,0.00797238459708032,0.716875796994615
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MOG,Myelin-oligodendrocyte glycoprotein,52163,-0.000982856286948457,0.00271062486937237,-0.0062956810309183,0.00432996845702138,0.716911452506853
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MANEAL,"Glycoprotein endo-alpha-1,2-mannosidase-like protein",48131,0.00150407104554809,0.00415310441187261,-0.00663601360172222,0.0096441556928184,0.717239490459519
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CANT1,Soluble calcium-activated nucleotidase 1,51878,0.000589615751278016,0.00163037576404396,-0.00260592074624814,0.00378515224880418,0.717621298728544
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ADGRB3,Adhesion G protein-coupled receptor B3,51721,0.000979867071569103,0.00271497751888244,-0.00434148886544048,0.00630122300857868,0.718168776368778
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GFRA1,GDNF family receptor alpha-1,52135,0.000821586625378233,0.00228169257778631,-0.00365053082708293,0.0052937040778394,0.718792256543259
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LUZP2,Leucine zipper protein 2,48767,-0.00129033481856543,0.00358703534419598,-0.00832092409318956,0.0057402544560587,0.71905895281275
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,HLA_DRA,,51858,0.00105435471682532,0.00294231747275349,-0.00471258752977152,0.00682129696342217,0.720090950898953
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TXNDC15,Thioredoxin domain-containing protein 15,52020,-0.000802463865207222,0.00224202519023622,-0.00519683323807022,0.00359190550765578,0.720407006441727
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,COX5B,"Cytochrome c oxidase subunit 5B, mitochondrial",51847,0.00202359044013859,0.00566727910016124,-0.00908427659617743,0.0131314574764546,0.721045933835814
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,HBEGF,Proheparin-binding EGF-like growth factor,52099,-0.00213188759758115,0.00597903149395999,-0.0138507893257427,0.00958701413058043,0.721423911380724
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CRELD1,Protein disulfide isomerase CRELD1,48385,-0.00107223241200874,0.00300901867510833,-0.00696990901522106,0.00482544419120357,0.721590080882901
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NFATC1,"Nuclear factor of activated T-cells, cytoplasmic 1",51933,0.00287718168515457,0.00807497147833304,-0.0129497624123782,0.0187041257826873,0.721612700171533
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,APOD,Apolipoprotein D,47986,0.00118295942005294,0.00332315117640742,-0.00533041688570561,0.00769633572581149,0.721863007868686
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CENPJ,Centromere protein J,48486,0.00199388469248628,0.00563012925163369,-0.00904116864071575,0.0130289380256883,0.723233632375447
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TAGLN3,Transgelin-3,48131,-0.00172271673729043,0.00486661873340619,-0.0112612894547666,0.00781585598018571,0.723352913318996
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,DPP6,Dipeptidyl aminopeptidase-like protein 6,51847,0.000980214094294703,0.00277031165516996,-0.00444959674983842,0.00641002493842783,0.72347092616211
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,APOC1,Apolipoprotein C-I,48833,0.00108760253235274,0.00307662694306117,-0.00494258627604715,0.00711779134075263,0.723713679859536
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CCL3,C-C motif chemokine 3,51933,-0.00172754113384149,0.00490648720383772,-0.0113442560533634,0.00788917378568045,0.724771493675407
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LY6D,Lymphocyte antigen 6D,51812,0.0011045002752865,0.00314138303105904,-0.00505261046558923,0.00726161101616222,0.725143843936152
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TMPRSS5,Transmembrane protease serine 5,51648,-0.00108760839708576,0.00310709917219115,-0.00717752277458041,0.00500230598040889,0.726312021405832
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PRTG,Protogenin,52163,0.000700307002372307,0.00200591939879201,-0.00323129501926002,0.00463190902400464,0.727002184038439
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,DCTD,Deoxycytidylate deaminase,48385,0.00270031605311311,0.00774415051052795,-0.0124782189475217,0.0178788510537479,0.727324966675929
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ACP6,Lysophosphatidic acid phosphatase type 6,52135,-0.00189478598106436,0.00544122213688714,-0.0125595813693632,0.00877000940723443,0.727672064943743
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PVALB,Parvalbumin alpha,52062,-0.0032020705205657,0.00920781799446681,-0.0212493937897207,0.0148452527485893,0.728026836174607
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SIRPA,Tyrosine-protein phosphatase non-receptor type substrate 1,52024,0.00162418567366992,0.00468744650116282,-0.00756320946860921,0.010811580815949,0.728972427140197
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SELENOP,Selenoprotein P,48866,-0.000636735967107031,0.00183820851499004,-0.0042396246564875,0.00296615272227344,0.729053677089688
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FLT4,Vascular endothelial growth factor receptor 3,52020,0.000961819445905148,0.0027779779586368,-0.00448301735302298,0.00640665624483327,0.729172943722638
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,KIF22,Kinesin-like protein KIF22,48148,0.00345391699961338,0.00999309259600637,-0.0161325444885591,0.0230403784877859,0.729624185062576
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SELL,L-selectin,48866,-0.000648166346668378,0.00187815542708582,-0.00432935098375658,0.00303301829041982,0.730016807541607
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ANP32C,Acidic leucine-rich nuclear phosphoprotein 32 family member C,48283,0.00107772969869209,0.00312365061192699,-0.0050446255006848,0.00720008489806899,0.730081152972525
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TNFSF14,Tumor necrosis factor ligand superfamily member 14,51761,-0.00163052361239455,0.00473143854163053,-0.0109041431539904,0.00764309592920129,0.730387128179347
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PLXNA4,Plexin-A4,51933,0.0022484558054231,0.00652805415658695,-0.0105465303414873,0.0150434419523335,0.730526252270958
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,KLRC1,NKG2-A/NKG2-B type II integral membrane protein,48195,0.00168339061733659,0.00491435508320026,-0.00794874534573591,0.0113155265804091,0.731944021767592
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,BPIFB2,BPI fold-containing family B member 2,48803,-0.00168988208260413,0.00493613089315522,-0.0113646986331884,0.00798493446798009,0.732091428032244
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PLXDC1,Plexin domain-containing protein 1,51406,-0.00091550045026512,0.00267814200292971,-0.00616465877600734,0.0043336578754771,0.732473221947115
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ECSCR,Endothelial cell-specific chemotaxis regulator,48195,-0.00140237179117845,0.00411606141020853,-0.00946985215518717,0.00666510857283027,0.733327664383893
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,HNMT,Histamine N-methyltransferase,51658,-0.00132389969879773,0.00388868189341729,-0.00894571620989562,0.00629791681230015,0.73352116917575
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,KIF20B,Kinesin-like protein KIF20B,48195,-0.00206140022996218,0.00606259146403465,-0.0139440794994701,0.00982127903954573,0.733845374339
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CLEC7A,C-type lectin domain family 7 member A,52231,-0.00166330839408711,0.00490185594380359,-0.0112709460439422,0.00794432925576793,0.734370058686712
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RSPO1,R-spondin-1,51761,0.000935058474332856,0.00276336484468283,-0.00448113662124549,0.0063512535699112,0.735082343725064
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RPA2,Replication protein A 32 kDa subunit,48252,0.000853411144143624,0.00252212000543987,-0.00408994406651853,0.00579676635480578,0.735087575863449
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ART3,Ecto-ADP-ribosyltransferase 3,52074,-0.000977540852579522,0.00289482427257084,-0.00665139642681837,0.00469631472165932,0.735603047794293
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CDC27,Cell division cycle protein 27 homolog,51406,0.00165433552321106,0.00491888068800969,-0.00798667062528793,0.0112953416717101,0.736629970612062
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,KIR2DL3,Killer cell immunoglobulin-like receptor 2DL3,51406,0.00211709584642867,0.0063186740300957,-0.0102675052525589,0.0145016969454162,0.737587572191162
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SERPINA12,Serpin A12,51288,0.00297665475661091,0.00890172254335332,-0.0144707214283616,0.0204240309415834,0.738087717985519
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,OSBPL2,Oxysterol-binding protein-related protein 2,48794,0.00101646081032914,0.00305203483084224,-0.00496552745812164,0.00699844907877992,0.739104793991473
